Datetime,Sei,Fin,Right,Humpback,Other,Duration,Latitude,Longitude
1/15/2020 9:55,0,60,0,0,72,900,41.0317,-71.6011
1/15/2020 10:10,0,63,0,0,78,900,41.0345,-71.6021
1/15/2020 10:25,0,65,0,0,78,900,41.0373,-71.603
1/15/2020 10:29,0,18,0,0,22,263,41.0373,-71.603
1/15/2020 10:47,0,0,0,0,0,0,41.0377,-71.6034
1/15/2020 10:55,0,20,0,0,37,485,41.0396,-71.6037
1/15/2020 11:10,0,49,0,0,95,900,41.0428,-71.6035
1/15/2020 11:25,0,50,0,0,75,900,41.046,-71.6033
1/15/2020 11:40,0,56,0,0,61,900,41.0492,-71.6031
1/15/2020 11:55,0,54,0,0,45,900,41.0525,-71.6029
1/15/2020 12:10,0,44,0,0,66,900,41.0557,-71.6027
1/15/2020 12:25,0,52,0,1,58,900,41.0589,-71.6024
1/15/2020 12:40,0,51,0,1,66,900,41.0621,-71.6022
1/15/2020 12:48,0,26,0,0,57,491,41.0621,-71.6022
1/15/2020 13:02,0,0,0,0,0,0,41.0635,-71.6021
1/15/2020 13:10,0,18,0,0,39,437,41.0647,-71.6011
1/15/2020 13:25,0,39,0,1,121,900,41.0665,-71.5987
1/15/2020 13:40,0,46,0,0,79,900,41.0683,-71.5963
1/15/2020 13:55,0,42,0,0,103,900,41.07,-71.5939
1/15/2020 14:10,0,8,0,0,71,900,41.0718,-71.5915
1/15/2020 14:25,0,7,0,0,63,900,41.0736,-71.5891
1/15/2020 14:40,0,8,0,0,86,900,41.0753,-71.5868
1/15/2020 14:55,0,32,0,0,63,900,41.0771,-71.5844
1/15/2020 15:04,0,12,0,0,53,559,41.0771,-71.5844
1/15/2020 15:20,0,0,0,0,0,0,41.0779,-71.5831
1/15/2020 15:25,0,11,0,1,66,255,41.0767,-71.5799
1/15/2020 15:40,0,25,0,0,108,900,41.077,-71.5765
1/15/2020 15:55,0,9,0,0,210,900,41.0773,-71.5731
1/15/2020 16:10,0,38,0,0,109,900,41.0775,-71.5697
1/15/2020 16:25,0,54,0,0,97,900,41.0778,-71.5663
1/15/2020 16:40,0,28,0,0,78,900,41.0781,-71.5629
1/15/2020 16:55,0,29,0,0,109,900,41.0784,-71.5595
1/15/2020 17:10,0,27,0,0,105,900,41.0787,-71.556
1/15/2020 17:22,0,12,0,2,105,736,41.0788,-71.5536
1/15/2020 17:40,0,0,0,0,0,0,41.0759,-71.5507
1/15/2020 17:55,0,16,2,0,106,872,41.0765,-71.5508
1/15/2020 18:10,0,10,0,0,103,900,41.0773,-71.551
1/15/2020 18:25,0,13,0,0,122,900,41.078,-71.5512
1/15/2020 18:40,0,14,2,1,130,900,41.0788,-71.5514
1/15/2020 18:55,0,16,0,0,119,900,41.0796,-71.5515
1/15/2020 19:10,0,21,0,0,132,900,41.0803,-71.5517
1/15/2020 19:25,0,22,0,0,142,900,41.0811,-71.5519
1/15/2020 19:40,0,34,0,0,132,897,41.0817,-71.5521
1/15/2020 19:53,0,0,0,0,0,0,41.0804,-71.5534
1/15/2020 19:55,0,0,0,0,0,112,41.0804,-71.5534
1/15/2020 20:10,0,31,0,0,131,900,41.0819,-71.5553
1/15/2020 20:25,0,24,2,0,146,900,41.0834,-71.5572
1/15/2020 20:40,0,26,1,0,139,900,41.0849,-71.5591
1/15/2020 20:55,0,18,0,0,163,900,41.0864,-71.561
1/15/2020 21:10,0,15,0,0,126,900,41.0879,-71.5629
1/15/2020 21:25,0,26,0,0,159,900,41.0894,-71.5648
1/15/2020 21:40,0,21,0,0,163,900,41.0908,-71.5667
1/15/2020 21:49,0,12,0,0,121,572,41.0908,-71.5667
1/15/2020 22:20,0,0,0,0,0,0,41.093,-71.5696
1/15/2020 22:25,0,23,0,0,27,294,41.094,-71.5746
1/15/2020 22:40,0,61,0,0,169,900,41.0937,-71.5767
1/15/2020 22:55,0,57,0,0,163,900,41.0934,-71.5788
1/15/2020 23:10,0,57,0,0,144,900,41.0931,-71.5809
1/15/2020 23:25,0,55,0,0,170,900,41.0928,-71.583
1/15/2020 23:40,0,61,0,0,130,900,41.0925,-71.5851
1/15/2020 23:55,0,48,0,0,136,900,41.0922,-71.5872
1/16/2020 0:10,0,48,0,0,118,900,41.0918,-71.5892
1/16/2020 0:19,0,17,0,1,62,560,41.0918,-71.5892
1/16/2020 0:36,0,0,0,0,0,0,41.0945,-71.5935
1/16/2020 0:40,0,2,0,0,17,206,41.0945,-71.5935
1/16/2020 0:55,0,15,0,0,132,900,41.0931,-71.5941
1/16/2020 1:10,0,24,0,2,103,900,41.0918,-71.5947
1/16/2020 1:25,0,10,0,0,138,900,41.0904,-71.5954
1/16/2020 1:43,0,0,0,0,0,0,41.0891,-71.596
1/16/2020 1:58,0,0,0,0,0,0,41.0877,-71.5966
1/16/2020 2:13,0,0,0,0,0,0,41.0864,-71.5972
1/16/2020 2:28,0,0,0,0,0,0,41.085,-71.5978
1/16/2020 2:36,0,0,0,0,0,0,41.0842,-71.5982
1/16/2020 2:52,0,0,0,0,0,0,41.085,-71.5977
1/16/2020 2:58,0,3,0,0,39,390,41.085,-71.5977
1/16/2020 3:13,0,17,0,1,111,900,41.0822,-71.5967
1/16/2020 3:28,0,7,0,1,111,900,41.0795,-71.5957
1/16/2020 3:43,0,6,0,0,125,900,41.0767,-71.5947
1/16/2020 3:58,0,7,0,1,102,900,41.074,-71.5937
1/16/2020 4:13,0,10,0,0,50,900,41.0712,-71.5926
1/16/2020 4:28,0,6,0,0,83,900,41.0685,-71.5916
1/16/2020 4:43,0,6,0,0,77,900,41.0658,-71.5906
1/16/2020 4:54,0,8,0,0,50,666,41.0634,-71.5897
1/16/2020 5:08,0,0,0,0,0,0,41.0632,-71.5887
1/16/2020 5:13,0,0,0,0,13,342,41.0632,-71.5887
1/16/2020 5:28,0,1,0,0,58,900,41.0596,-71.5877
1/16/2020 5:43,0,8,0,0,63,900,41.056,-71.5867
1/16/2020 5:58,0,1,0,0,59,900,41.0524,-71.5858
1/16/2020 6:13,0,1,0,0,97,900,41.0488,-71.5848
1/16/2020 6:28,0,10,0,0,94,900,41.0452,-71.5838
1/16/2020 6:43,0,9,0,0,89,900,41.0416,-71.5828
1/16/2020 6:58,0,7,0,0,98,900,41.038,-71.5819
1/16/2020 7:06,0,3,0,0,38,459,41.0357,-71.5812
1/16/2020 7:24,0,0,0,0,0,0,41.0349,-71.581
1/16/2020 7:28,0,3,0,0,13,282,41.0349,-71.581
1/16/2020 7:43,0,8,0,0,101,900,41.0321,-71.5813
1/16/2020 7:58,0,29,0,0,82,900,41.0293,-71.5815
1/16/2020 8:13,0,18,0,0,90,900,41.0266,-71.5818
1/16/2020 8:28,0,17,0,0,100,900,41.0238,-71.5821
1/16/2020 8:43,0,24,0,0,103,900,41.021,-71.5824
1/16/2020 8:58,0,53,0,0,84,900,41.0182,-71.5826
1/16/2020 9:13,0,43,0,0,96,900,41.0154,-71.5829
1/16/2020 9:25,0,13,0,0,63,727,41.0128,-71.5832
1/16/2020 9:41,0,0,0,0,0,0,41.0128,-71.5817
1/16/2020 9:43,0,0,0,0,19,119,41.0128,-71.5817
1/16/2020 9:58,0,33,0,0,79,900,41.0116,-71.5821
1/16/2020 10:13,0,10,0,0,75,900,41.0104,-71.5825
1/16/2020 10:28,0,5,0,0,67,900,41.0092,-71.5829
1/16/2020 10:43,0,10,0,0,69,900,41.008,-71.5833
1/16/2020 10:58,0,1,0,0,64,900,41.0068,-71.5837
1/16/2020 11:13,0,1,0,0,65,900,41.0056,-71.584
1/16/2020 11:28,0,3,0,0,50,900,41.0044,-71.5844
1/16/2020 11:43,0,0,0,1,56,900,41.0032,-71.5848
1/16/2020 11:44,0,0,0,0,1,60,41.0032,-71.5848
1/16/2020 12:01,0,0,0,0,0,0,41.0032,-71.5837
1/16/2020 12:13,0,0,0,0,59,771,41.0025,-71.5819
1/16/2020 12:28,0,1,0,0,55,900,41.0014,-71.5815
1/16/2020 12:43,0,4,0,0,62,900,41.0003,-71.5811
1/16/2020 12:58,0,2,0,0,48,900,40.9992,-71.5807
1/16/2020 13:13,0,3,0,0,44,900,40.998,-71.5802
1/16/2020 13:28,0,2,0,0,74,900,40.9969,-71.5798
1/16/2020 13:43,0,2,0,0,62,900,40.9958,-71.5794
1/16/2020 13:58,0,7,0,0,66,900,40.9947,-71.5789
1/16/2020 14:02,0,1,0,0,18,202,40.9947,-71.5789
1/16/2020 14:19,0,0,0,0,0,0,40.9942,-71.5786
1/16/2020 14:28,1,3,0,0,28,538,40.9927,-71.5743
1/16/2020 14:43,0,0,0,0,58,900,40.9907,-71.5731
1/16/2020 14:58,0,2,0,0,60,900,40.9888,-71.572
1/16/2020 15:13,0,4,0,0,44,900,40.9868,-71.5708
1/16/2020 15:28,0,8,0,0,43,900,40.9848,-71.5696
1/16/2020 15:43,0,2,0,0,32,900,40.9829,-71.5685
1/16/2020 15:58,0,2,0,0,64,900,40.9809,-71.5673
1/16/2020 16:13,0,3,0,0,123,900,40.9789,-71.5661
1/16/2020 16:21,0,0,0,0,25,434,40.9789,-71.5661
1/16/2020 16:31,0,0,0,0,0,0,40.9776,-71.5653
1/16/2020 16:43,0,0,0,2,178,743,40.9749,-71.5634
1/16/2020 16:58,0,0,1,0,57,900,40.9721,-71.5624
1/16/2020 17:13,0,1,0,0,59,900,40.9693,-71.5614
1/16/2020 17:28,0,5,0,0,38,900,40.9665,-71.5603
1/16/2020 17:43,0,1,0,0,24,900,40.9637,-71.5593
1/16/2020 17:58,0,3,0,0,45,900,40.9609,-71.5583
1/16/2020 18:13,0,6,1,1,175,900,40.9581,-71.5573
1/16/2020 18:28,0,3,0,0,34,900,40.9553,-71.5562
1/16/2020 18:29,0,0,0,0,4,47,40.9553,-71.5562
1/16/2020 18:50,0,0,0,0,0,0,40.9547,-71.5559
1/16/2020 18:58,0,2,0,0,27,523,40.9508,-71.5536
1/16/2020 19:13,0,6,0,1,48,900,40.9484,-71.5534
1/16/2020 19:28,0,6,0,0,49,900,40.9461,-71.5533
1/16/2020 19:43,0,3,0,0,47,900,40.9437,-71.5531
1/16/2020 19:58,0,0,0,0,48,900,40.9414,-71.553
1/16/2020 20:13,0,1,0,0,38,900,40.939,-71.5528
1/16/2020 20:28,0,0,0,0,37,900,40.9367,-71.5527
1/16/2020 20:43,0,15,0,0,30,900,40.9343,-71.5525
1/16/2020 20:50,0,0,0,0,24,389,40.9343,-71.5525
1/16/2020 21:06,0,0,0,0,0,0,40.933,-71.5524
1/16/2020 21:13,0,11,0,0,19,464,40.9316,-71.5508
1/16/2020 21:28,0,36,0,0,47,900,40.9308,-71.5511
1/16/2020 21:43,0,35,0,0,44,900,40.93,-71.5514
1/16/2020 21:58,0,35,0,0,41,900,40.9292,-71.5517
1/16/2020 22:13,0,52,0,0,31,900,40.9284,-71.552
1/16/2020 22:28,0,32,0,0,41,900,40.9277,-71.5523
1/16/2020 22:43,0,41,0,0,33,900,40.9269,-71.5526
1/16/2020 22:58,0,44,0,0,36,900,40.9261,-71.5529
1/16/2020 23:05,0,23,0,0,14,425,40.9261,-71.5529
1/16/2020 23:23,0,0,0,0,0,0,40.9259,-71.5501
1/16/2020 23:28,0,18,1,0,7,343,40.9259,-71.5501
1/16/2020 23:43,0,45,0,1,38,900,40.9256,-71.55
1/16/2020 23:58,0,43,0,0,48,900,40.9252,-71.55
1/17/2020 0:13,0,42,0,0,29,900,40.9248,-71.5499
1/17/2020 0:28,0,50,0,0,42,900,40.9244,-71.5498
1/17/2020 0:43,0,44,0,0,47,900,40.9241,-71.5498
1/17/2020 0:58,0,45,0,0,28,900,40.9237,-71.5497
1/17/2020 1:13,0,45,0,0,37,900,40.9233,-71.5496
1/17/2020 1:23,0,31,0,0,29,582,40.9231,-71.5495
1/17/2020 1:39,0,0,0,0,0,0,40.9221,-71.5477
1/17/2020 1:43,0,8,0,0,21,263,40.9221,-71.5477
1/17/2020 1:58,0,63,0,0,32,900,40.921,-71.5475
1/17/2020 2:13,0,61,0,0,55,900,40.9199,-71.5473
1/17/2020 2:28,0,71,0,0,39,900,40.9188,-71.5471
1/17/2020 2:43,0,46,0,0,38,900,40.9177,-71.5468
1/17/2020 2:58,0,78,0,0,58,900,40.9167,-71.5466
1/17/2020 3:13,0,57,0,1,72,900,40.9156,-71.5464
1/17/2020 3:28,0,82,0,0,63,900,40.9145,-71.5462
1/17/2020 3:43,0,75,0,0,63,881,40.9134,-71.5459
1/17/2020 3:58,0,0,0,0,0,0,40.9127,-71.5453
1/17/2020 3:58,0,0,0,0,5,27,40.9127,-71.5453
1/17/2020 4:13,0,44,0,0,32,900,40.9106,-71.5451
1/17/2020 4:28,0,51,0,0,38,900,40.9088,-71.5458
1/17/2020 4:43,0,50,0,0,48,900,40.9069,-71.5465
1/17/2020 4:58,0,43,0,0,26,900,40.9051,-71.5472
1/17/2020 5:13,0,55,0,0,32,900,40.9033,-71.5479
1/17/2020 5:28,0,44,0,0,42,900,40.9014,-71.5486
1/17/2020 5:43,0,28,0,0,43,900,40.8996,-71.5493
1/17/2020 5:57,0,14,0,0,43,802,40.8978,-71.55
1/17/2020 6:17,0,0,0,0,0,0,40.897,-71.5499
1/17/2020 6:28,0,35,1,0,26,705,40.8937,-71.5493
1/17/2020 6:43,0,77,0,0,33,900,40.8919,-71.549
1/17/2020 6:58,0,46,0,0,32,900,40.8902,-71.5486
1/17/2020 7:13,0,44,0,0,40,900,40.8884,-71.5483
1/17/2020 7:28,0,45,0,0,36,900,40.8867,-71.548
1/17/2020 7:43,0,46,0,0,42,900,40.885,-71.5476
1/17/2020 7:58,0,48,0,0,35,900,40.8832,-71.5473
1/17/2020 8:13,0,40,0,0,31,900,40.8815,-71.5469
1/17/2020 8:20,0,14,0,0,13,420,40.8815,-71.5469
1/17/2020 8:32,0,0,0,0,0,0,40.8803,-71.5467
1/17/2020 8:43,0,1,0,0,33,709,40.8788,-71.5462
1/17/2020 8:58,0,2,0,0,42,900,40.879,-71.5447
1/17/2020 9:13,0,0,0,0,27,900,40.8792,-71.5433
1/17/2020 9:28,0,31,0,0,38,900,40.8794,-71.5418
1/17/2020 9:43,0,77,0,0,45,900,40.8797,-71.5404
1/17/2020 9:58,0,63,1,0,50,900,40.8799,-71.5389
1/17/2020 10:13,0,29,0,0,44,900,40.8801,-71.5375
1/17/2020 10:28,0,11,0,1,75,900,40.8803,-71.536
1/17/2020 10:29,0,0,0,0,7,39,40.8803,-71.536
1/17/2020 10:48,0,0,0,0,0,0,40.8802,-71.5358
1/17/2020 10:58,0,1,0,0,8,632,40.8796,-71.5349
1/17/2020 11:13,0,37,0,0,79,900,40.8808,-71.5333
1/17/2020 11:28,0,31,0,0,78,900,40.8819,-71.5317
1/17/2020 11:43,0,25,0,0,62,900,40.8831,-71.5302
1/17/2020 11:58,0,34,0,0,52,900,40.8842,-71.5286
1/17/2020 12:13,0,44,0,0,93,900,40.8854,-71.527
1/17/2020 12:28,0,26,0,0,43,900,40.8865,-71.5254
1/17/2020 12:43,0,28,0,0,56,900,40.8877,-71.5238
1/17/2020 12:52,0,43,0,0,25,546,40.8885,-71.5227
1/17/2020 13:10,0,0,0,0,0,0,40.8883,-71.5235
1/17/2020 13:13,0,4,0,0,20,217,40.8883,-71.5235
1/17/2020 13:28,0,23,0,0,62,900,40.8912,-71.5241
1/17/2020 13:43,0,40,0,0,74,900,40.8942,-71.5248
1/17/2020 13:58,0,59,0,0,61,900,40.8971,-71.5254
1/17/2020 14:13,0,66,0,0,90,900,40.9001,-71.5261
1/17/2020 14:28,0,58,0,0,62,900,40.903,-71.5267
1/17/2020 14:43,0,59,0,0,66,900,40.906,-71.5274
1/17/2020 14:58,0,70,0,0,94,900,40.9089,-71.528
1/17/2020 15:13,0,64,0,0,69,900,40.9119,-71.5286
1/17/2020 15:14,0,1,0,0,3,17,40.9119,-71.5286
1/17/2020 15:30,0,0,0,0,0,0,40.9117,-71.5288
1/17/2020 15:43,0,67,0,1,61,829,40.9131,-71.5291
1/17/2020 15:58,0,56,0,0,80,900,40.9152,-71.5294
1/17/2020 16:13,0,48,0,0,158,900,40.9174,-71.5296
1/17/2020 16:28,0,56,0,1,91,900,40.9195,-71.5299
1/17/2020 16:43,0,61,0,0,78,900,40.9217,-71.5302
1/17/2020 16:58,0,56,0,0,56,900,40.9238,-71.5305
1/17/2020 17:13,0,41,0,0,85,900,40.926,-71.5308
1/17/2020 17:28,0,44,0,0,57,900,40.9282,-71.531
1/17/2020 17:30,0,6,0,0,9,116,40.9282,-71.531
1/17/2020 17:40,0,0,0,0,0,0,40.9281,-71.5312
1/17/2020 17:43,0,0,0,1,16,177,40.9281,-71.5312
1/17/2020 17:58,0,22,0,0,64,900,40.9294,-71.5317
1/17/2020 18:13,0,23,0,0,43,900,40.9311,-71.5321
1/17/2020 18:28,0,61,0,0,51,900,40.9328,-71.5325
1/17/2020 18:43,0,46,0,0,49,900,40.9345,-71.533
1/17/2020 18:58,0,71,0,0,38,900,40.9362,-71.5334
1/17/2020 19:13,0,55,0,0,53,900,40.9379,-71.5338
1/17/2020 19:28,0,44,0,0,64,900,40.9396,-71.5343
1/17/2020 19:40,0,22,0,0,48,711,40.9411,-71.5347
1/17/2020 19:50,0,0,0,0,0,0,40.9411,-71.5347
1/17/2020 19:58,0,33,0,0,67,518,40.9409,-71.5355
1/17/2020 20:13,0,53,0,0,89,900,40.9428,-71.5361
1/17/2020 20:28,0,49,0,1,86,900,40.9447,-71.5366
1/17/2020 20:43,0,55,0,1,74,900,40.9466,-71.5372
1/17/2020 20:58,0,52,0,0,93,900,40.9485,-71.5378
1/17/2020 21:13,0,37,0,0,103,900,40.9504,-71.5383
1/17/2020 21:28,0,69,0,0,67,900,40.9523,-71.5389
1/17/2020 21:43,0,49,0,0,51,900,40.9542,-71.5394
1/17/2020 21:53,0,27,0,0,45,556,40.9557,-71.5399
1/17/2020 22:06,0,0,0,0,0,0,40.9556,-71.5408
1/17/2020 22:13,0,2,0,0,26,430,40.9556,-71.5408
1/17/2020 22:28,0,23,0,0,50,900,40.9588,-71.5409
1/17/2020 22:43,0,26,0,0,38,900,40.9621,-71.5411
1/17/2020 22:58,0,39,0,0,35,900,40.9654,-71.5412
1/17/2020 23:13,0,23,0,0,49,900,40.9687,-71.5413
1/17/2020 23:28,0,0,0,0,32,900,40.972,-71.5415
1/17/2020 23:43,0,7,0,0,39,900,40.9752,-71.5416
1/17/2020 23:58,0,16,0,0,26,900,40.9785,-71.5417
1/18/2020 0:04,0,1,0,0,30,314,40.9785,-71.5417
1/18/2020 0:14,0,0,0,0,0,0,40.9801,-71.5418
1/18/2020 0:28,0,28,0,0,51,866,40.983,-71.5413
1/18/2020 0:43,0,11,0,0,45,900,40.987,-71.5406
1/18/2020 0:58,0,3,0,0,33,900,40.9909,-71.5399
1/18/2020 1:13,0,25,0,0,54,900,40.9948,-71.5393
1/18/2020 1:28,0,35,0,0,51,900,40.9988,-71.5386
1/18/2020 1:43,0,27,0,0,37,900,41.0027,-71.5379
1/18/2020 1:58,0,11,0,0,55,900,41.0066,-71.5373
1/18/2020 2:12,0,2,0,0,66,823,41.0106,-71.5366
1/18/2020 2:24,0,0,0,0,0,0,41.0112,-71.5361
1/18/2020 2:28,0,8,0,0,42,276,41.0112,-71.5361
1/18/2020 2:43,0,11,0,0,71,900,41.0145,-71.5345
1/18/2020 2:58,0,11,0,0,78,900,41.0177,-71.5328
1/18/2020 3:13,0,12,0,0,98,900,41.0209,-71.5311
1/18/2020 3:28,0,15,0,0,64,900,41.0241,-71.5295
1/18/2020 3:43,0,25,0,0,84,900,41.0273,-71.5278
1/18/2020 3:58,0,17,0,0,65,900,41.0306,-71.5261
1/18/2020 4:13,0,15,0,0,64,900,41.0338,-71.5244
1/18/2020 4:22,0,6,0,0,62,492,41.036,-71.5233
1/18/2020 4:38,0,0,0,0,0,0,41.0359,-71.5223
1/18/2020 4:43,0,3,0,0,31,333,41.0359,-71.5223
1/18/2020 4:58,0,12,0,0,101,900,41.0379,-71.5199
1/18/2020 5:13,0,14,0,0,69,900,41.04,-71.5176
1/18/2020 5:28,0,25,0,0,62,900,41.042,-71.5152
1/18/2020 5:43,0,4,0,1,137,900,41.044,-71.5129
1/18/2020 5:58,1,4,0,0,93,900,41.0461,-71.5106
1/18/2020 6:13,0,5,0,1,97,900,41.0481,-71.5082
1/18/2020 6:28,0,7,0,0,58,900,41.0502,-71.5059
1/18/2020 6:38,0,5,0,0,46,551,41.0516,-71.5041
1/18/2020 6:50,0,0,0,0,0,0,41.0516,-71.5041
1/18/2020 6:58,0,0,0,0,42,511,41.0508,-71.5027
1/18/2020 7:13,0,0,0,1,165,900,41.0517,-71.5017
1/18/2020 7:28,0,2,0,0,91,900,41.0526,-71.5007
1/18/2020 7:43,0,0,0,0,32,900,41.0535,-71.4997
1/18/2020 7:58,0,0,0,0,110,900,41.0544,-71.4987
1/18/2020 8:13,0,1,0,0,190,900,41.0553,-71.4977
1/18/2020 8:28,0,0,0,0,100,900,41.0561,-71.4967
1/18/2020 8:43,0,2,0,0,73,900,41.057,-71.4957
1/18/2020 8:48,0,0,0,0,32,299,41.057,-71.4957
1/18/2020 9:20,0,0,0,0,0,0,41.0573,-71.4952
1/18/2020 9:28,0,2,0,0,18,517,41.0541,-71.4933
1/18/2020 9:43,0,13,0,0,35,900,41.0545,-71.4909
1/18/2020 9:58,0,4,0,0,52,900,41.0548,-71.4884
1/18/2020 10:13,0,23,0,0,110,900,41.0552,-71.486
1/18/2020 10:28,0,3,0,0,164,900,41.0555,-71.4836
1/18/2020 10:43,0,13,1,0,158,900,41.0558,-71.4811
1/18/2020 10:58,0,26,0,0,46,900,41.0562,-71.4787
1/18/2020 11:13,0,8,0,0,51,900,41.0565,-71.4762
1/18/2020 11:22,0,8,0,0,19,541,41.0567,-71.4746
1/18/2020 11:38,0,0,0,0,0,0,41.0564,-71.4765
1/18/2020 11:43,0,0,0,0,54,335,41.0564,-71.4765
1/18/2020 11:58,0,1,0,1,127,900,41.0575,-71.4752
1/18/2020 12:13,0,1,0,0,64,900,41.0586,-71.4738
1/18/2020 12:28,0,1,0,0,98,900,41.0597,-71.4724
1/18/2020 12:43,1,4,1,0,157,900,41.0608,-71.471
1/18/2020 12:58,0,2,0,0,84,900,41.0619,-71.4696
1/18/2020 13:13,0,0,1,0,95,900,41.063,-71.4682
1/18/2020 13:28,0,2,0,0,109,900,41.0641,-71.4668
1/18/2020 13:39,0,2,0,0,67,647,41.065,-71.4657
1/18/2020 13:49,0,0,0,0,0,0,41.065,-71.4657
1/18/2020 13:58,0,15,0,0,34,549,41.0654,-71.4654
1/18/2020 14:13,0,9,0,0,67,900,41.0639,-71.4646
1/18/2020 14:28,0,14,0,0,56,900,41.0624,-71.4638
1/18/2020 14:43,0,6,0,0,94,900,41.0609,-71.4629
1/18/2020 14:58,0,1,0,1,128,900,41.0594,-71.4621
1/18/2020 15:13,0,8,0,0,75,900,41.0579,-71.4613
1/18/2020 15:28,0,17,0,0,66,900,41.0564,-71.4604
1/18/2020 15:43,0,29,0,0,80,900,41.0549,-71.4596
1/18/2020 15:49,0,6,0,0,25,350,41.0549,-71.4596
1/18/2020 16:09,0,0,0,0,0,0,41.0557,-71.4575
1/18/2020 16:13,0,9,1,1,44,257,41.0557,-71.4575
1/18/2020 16:28,0,22,0,0,63,900,41.0539,-71.4557
1/18/2020 16:43,0,15,0,0,71,900,41.0522,-71.4539
1/18/2020 16:58,0,11,0,0,68,900,41.0504,-71.4521
1/18/2020 17:13,0,11,0,0,65,900,41.0487,-71.4503
1/18/2020 17:28,0,26,0,0,66,900,41.0469,-71.4485
1/18/2020 17:43,0,12,0,0,73,900,41.0452,-71.4468
1/18/2020 17:58,0,5,2,0,84,900,41.0435,-71.445
1/18/2020 18:11,0,11,0,0,76,758,41.0418,-71.4433
1/18/2020 18:28,0,0,0,0,0,0,41.0436,-71.4406
1/18/2020 18:28,0,0,0,0,6,30,41.0436,-71.4406
1/18/2020 18:43,1,28,0,0,107,900,41.0419,-71.4383
1/18/2020 18:58,0,38,0,2,93,900,41.0397,-71.4364
1/18/2020 19:13,0,29,0,0,84,900,41.0375,-71.4346
1/18/2020 19:28,0,21,0,0,66,900,41.0353,-71.4327
1/18/2020 19:43,0,18,0,0,97,900,41.0331,-71.4308
1/18/2020 19:58,0,11,0,0,76,900,41.0309,-71.4289
1/18/2020 20:13,0,18,0,0,84,900,41.0287,-71.427
1/18/2020 20:28,0,13,0,0,79,900,41.0265,-71.4251
1/18/2020 20:31,0,2,0,0,14,135,41.0265,-71.4251
1/18/2020 20:46,0,0,0,0,0,0,41.0265,-71.424
1/18/2020 20:58,0,11,0,0,79,734,41.0259,-71.4225
1/18/2020 21:13,0,6,0,0,88,900,41.0236,-71.4222
1/18/2020 21:28,0,10,0,0,77,900,41.0213,-71.422
1/18/2020 21:43,0,7,0,0,89,900,41.019,-71.4217
1/18/2020 21:58,0,14,1,0,78,900,41.0167,-71.4214
1/18/2020 22:13,0,7,0,0,61,900,41.0144,-71.4212
1/18/2020 22:28,0,8,0,0,80,900,41.0121,-71.4209
1/18/2020 22:43,0,20,0,0,67,900,41.0098,-71.4206
1/18/2020 22:47,0,5,0,0,43,206,41.0098,-71.4206
1/18/2020 23:03,0,0,0,0,0,0,41.0092,-71.4204
1/18/2020 23:13,0,2,0,0,47,614,41.0102,-71.4189
1/18/2020 23:28,0,1,0,0,55,900,41.0089,-71.4189
1/18/2020 23:43,0,1,0,0,83,900,41.0077,-71.4189
1/18/2020 23:58,0,22,0,0,91,900,41.0065,-71.4189
1/19/2020 0:13,0,24,0,0,97,900,41.0053,-71.4189
1/19/2020 0:28,0,18,0,0,62,900,41.0041,-71.4189
1/19/2020 0:43,0,17,0,0,56,900,41.0028,-71.4189
1/19/2020 0:58,0,22,0,0,57,900,41.0016,-71.4189
1/19/2020 1:05,0,1,0,0,35,421,41.0016,-71.4189
1/19/2020 1:21,0,0,0,0,0,0,41.0026,-71.4149
1/19/2020 1:28,0,4,0,0,35,455,41.0026,-71.4149
1/19/2020 1:43,0,3,0,0,89,900,41.0019,-71.4143
1/19/2020 1:58,0,20,0,0,80,900,41.0012,-71.4137
1/19/2020 2:13,0,36,0,0,88,900,41.0005,-71.4131
1/19/2020 2:28,0,19,0,1,64,900,40.9998,-71.4125
1/19/2020 2:43,0,39,0,0,63,900,40.999,-71.4119
1/19/2020 2:58,0,38,1,0,74,900,40.9983,-71.4113
1/19/2020 3:13,0,39,0,1,69,900,40.9976,-71.4107
1/19/2020 3:22,0,27,0,0,55,502,40.9972,-71.4101
1/19/2020 3:42,0,0,0,0,0,0,40.9988,-71.405
1/19/2020 3:43,0,2,1,0,10,71,40.9988,-71.405
1/19/2020 3:58,0,39,0,0,75,900,40.9979,-71.4042
1/19/2020 4:13,0,30,0,0,68,900,40.9966,-71.403
1/19/2020 4:28,0,19,0,0,83,900,40.9953,-71.4019
1/19/2020 4:43,0,28,0,0,73,900,40.994,-71.4008
1/19/2020 4:58,0,6,0,0,77,900,40.9927,-71.3996
1/19/2020 5:13,0,10,0,0,74,900,40.9914,-71.3985
1/19/2020 5:28,0,21,0,0,80,900,40.99,-71.3973
1/19/2020 5:42,0,2,0,0,89,818,40.9887,-71.3962
1/19/2020 5:57,0,0,0,0,0,0,40.9886,-71.3929
1/19/2020 5:58,0,0,0,0,11,57,40.9886,-71.3929
1/19/2020 6:13,0,10,0,0,76,900,40.9866,-71.3921
1/19/2020 6:28,0,12,0,0,96,900,40.9844,-71.3916
1/19/2020 6:43,0,14,0,0,66,900,40.9823,-71.3911
1/19/2020 6:58,0,12,0,0,100,900,40.9801,-71.3906
1/19/2020 7:13,0,10,0,0,79,900,40.978,-71.3901
