#YY,MM,DD,hh,mm,WVHT_m,DPD_sec,APD_sec,MWD_degT,WTMP_degC
2014,1,1,0,25,1.59,5.26,4.54,280,8.4
2014,1,1,0,55,1.61,5.56,4.54,280,8.4
2014,1,1,1,25,1.94,5.56,4.86,281,8.4
2014,1,1,1,55,1.84,5.88,4.87,276,8.4
2014,1,1,2,25,1.98,5.88,4.88,277,8.4
2014,1,1,2,55,1.99,6.25,4.96,270,8.4
2014,1,1,3,25,2,6.25,5.09,271,8.4
2014,1,1,3,55,2.16,6.67,5.24,271,8.4
2014,1,1,4,25,2.09,6.25,5.19,284,8.5
2014,1,1,4,55,2.08,5.88,5.31,291,8.4
2014,1,1,5,25,1.97,6.25,5.09,276,8.4
2014,1,1,5,55,1.99,6.67,5.24,270,8.4
2014,1,1,6,25,2.06,6.67,5.29,271,8.4
2014,1,1,6,55,1.99,7.14,5.37,269,8.4
2014,1,1,7,25,2.08,7.14,5.39,267,8.3
2014,1,1,7,55,1.95,7.14,5.26,269,8.3
2014,1,1,8,25,1.83,7.14,5.23,264,8.3
2014,1,1,8,55,1.78,6.25,5.14,274,8.2
2014,1,1,9,25,1.82,7.14,5.31,270,8.2
2014,1,1,9,55,1.72,6.67,5.13,277,8.2
2014,1,1,10,25,1.61,7.14,5,270,8.2
2014,1,1,10,55,1.57,7.14,5,270,8.2
2014,1,1,11,25,1.74,7.14,4.98,263,8.2
2014,1,1,11,55,1.59,6.67,4.86,263,8.2
2014,1,1,12,25,1.5,6.25,4.83,269,8.2
2014,1,1,12,55,1.35,6.25,4.61,264,8.2
2014,1,1,13,25,1.39,6.25,4.54,269,8.3
2014,1,1,13,55,1.38,5.88,4.48,270,8.3
2014,1,1,14,25,1.36,5.88,4.45,267,8.3
2014,1,1,14,55,1.37,5.56,4.51,270,8.3
2014,1,1,15,25,1.37,5.56,4.64,274,8.3
2014,1,1,15,55,1.34,5.88,4.66,264,8.3
2014,1,1,16,25,1.34,6.25,4.89,264,8.3
2014,1,1,16,55,1.38,6.25,4.79,263,8.3
2014,1,1,17,25,1.35,5.88,4.85,269,8.2
2014,1,1,17,55,1.34,5.88,4.77,269,8.2
2014,1,1,18,25,1.34,6.25,4.64,259,8.2
2014,1,1,18,55,1.32,6.25,4.51,260,8.2
2014,1,1,19,25,1.32,5.88,4.53,269,8.1
2014,1,1,19,55,1.31,5.26,4.5,278,8.1
2014,1,1,20,25,1.41,6.25,4.54,257,8.1
2014,1,1,20,55,1.35,5.56,4.53,274,8.1
2014,1,1,21,25,1.24,5.56,4.49,267,8.1
2014,1,1,21,55,1.23,5.26,4.43,278,8.1
2014,1,1,22,25,1.13,5.56,4.37,274,8.1
2014,1,1,22,55,1.11,5.56,4.34,270,8.1
2014,1,1,23,25,1.02,5.26,4.25,273,8.2
2014,1,1,23,55,1.01,5.26,4.15,273,8.3
2014,1,2,0,25,0.94,5.56,4.24,267,8.3
2014,1,2,0,55,0.88,5.56,4.07,259,8.4
2014,1,2,1,25,0.83,5.26,4.07,269,8.4
2014,1,2,1,55,0.78,5.26,4.18,264,8.4
2014,1,2,2,25,0.77,5,4.12,264,8.4
2014,1,2,2,55,0.71,4.55,4.09,270,8.4
2014,1,2,3,25,0.69,5,4.13,266,8.4
2014,1,2,3,55,0.64,4.76,4.18,263,8.4
2014,1,2,4,25,0.6,5,4.22,269,8.4
2014,1,2,4,55,0.58,4.55,4.19,270,8.4
2014,1,2,5,25,0.55,4.55,3.88,266,8.4
2014,1,2,5,55,0.55,7.14,3.96,204,8.4
2014,1,2,6,25,0.55,4.76,3.71,266,8.4
2014,1,2,6,55,0.57,6.67,3.69,195,8.3
2014,1,2,7,25,0.6,2.44,3.29,86,8.3
2014,1,2,7,55,0.67,2.7,3.24,98,8.3
2014,1,2,8,25,0.76,3.12,3.29,91,8.3
2014,1,2,8,55,0.8,3.45,3.42,101,8.4
2014,1,2,9,25,0.94,3.57,3.53,107,8.4
2014,1,2,9,55,1.04,3.85,3.68,103,8.4
2014,1,2,10,25,1.14,4.17,3.76,100,8.4
2014,1,2,10,55,1.26,4.35,3.97,101,8.4
2014,1,2,11,25,1.34,4.76,4.07,104,8.4
2014,1,2,11,55,1.49,4.76,4.26,108,8.4
2014,1,2,12,25,1.57,4.76,4.33,110,8.4
2014,1,2,12,55,1.69,5.26,4.5,108,8.4
2014,1,2,13,25,1.76,5.26,4.62,114,8.5
2014,1,2,13,55,1.94,5.56,4.82,117,8.5
2014,1,2,14,25,2.02,5.56,5.02,115,8.4
2014,1,2,14,55,2.05,6.25,5,119,8.4
2014,1,2,15,25,2.23,5.88,5.11,118,8.4
2014,1,2,15,55,2.22,6.25,5.21,118,8.4
2014,1,2,16,25,2.41,5.88,5.3,118,8.4
2014,1,2,16,55,2.34,6.25,5.32,114,8.4
2014,1,2,17,25,2.41,6.67,5.41,118,8.4
2014,1,2,17,55,2.29,6.67,5.17,124,8.4
2014,1,2,18,25,2.23,6.67,5.1,131,8.4
2014,1,2,18,55,2.38,6.67,5.28,122,8.5
2014,1,2,19,25,2.45,6.67,5.21,121,8.5
2014,1,2,19,55,2.52,6.67,5.28,124,8.5
2014,1,2,20,25,2.57,6.67,5.34,128,8.4
2014,1,2,20,55,2.76,6.67,5.4,132,8.4
2014,1,2,21,25,3.01,7.14,5.68,129,8.2
2014,1,2,21,55,2.83,7.14,5.64,132,8
2014,1,2,22,25,2.8,7.14,5.54,135,8
2014,1,2,22,55,3.09,7.14,5.66,129,8
2014,1,2,23,25,3.38,7.14,5.86,118,8.1
2014,1,2,23,55,3.7,7.14,6.09,112,8.3
2014,1,3,0,25,3.58,7.69,6.09,118,8.5
2014,1,3,0,55,3.35,7.69,6.06,128,8.6
2014,1,3,1,25,3.9,7.14,6.43,105,8.6
2014,1,3,1,55,3.6,7.69,6.32,121,8.7
2014,1,3,2,25,3.87,8.33,6.3,134,8.7
2014,1,3,2,55,3.87,7.69,6.31,125,8.7
2014,1,3,3,25,4.03,7.69,6.51,119,8.7
2014,1,3,3,55,4.08,8.33,6.55,127,8.7
2014,1,3,4,25,3.8,8.33,6.28,124,8.8
2014,1,3,4,55,3.73,7.69,6.37,115,8.8
2014,1,3,5,25,3.89,8.33,6.49,125,8.7
2014,1,3,5,55,3.79,8.33,6.36,127,8.7
2014,1,3,6,25,3.7,9.09,6.41,132,8.7
2014,1,3,6,55,3.75,7.14,6.27,98,8.7
2014,1,3,7,25,3.87,7.69,6.36,117,8.7
2014,1,3,7,55,4.02,7.69,6.37,114,8.7
2014,1,3,8,25,3.75,7.69,6.26,110,8.6
2014,1,3,8,55,4.06,7.14,6.42,91,8.7
2014,1,3,9,25,4.23,6.67,6.42,82,8.7
2014,1,3,9,55,4.4,6.67,6.55,55,8.8
2014,1,3,10,25,4.37,6.67,6.54,62,8.8
2014,1,3,10,55,4.33,7.14,6.56,66,8.8
2014,1,3,11,25,4.36,7.14,6.71,56,8.8
2014,1,3,11,55,4.22,7.14,6.57,56,8.8
2014,1,3,12,25,4.23,7.14,6.7,35,8.6
2014,1,3,12,55,4.36,7.69,6.86,45,8.7
2014,1,3,13,25,4.47,7.69,6.79,32,8.6
2014,1,3,13,55,4.13,7.69,6.74,27,8.6
2014,1,3,14,25,4.1,7.69,6.73,31,8.6
2014,1,3,14,55,3.86,7.69,6.87,28,8.7
2014,1,3,15,25,4,7.14,6.83,25,8.6
2014,1,3,15,55,3.44,6.67,6.56,31,8.5
2014,1,3,16,25,3.71,6.25,6.64,28,8.6
2014,1,3,16,55,3.32,12.5,6.8,139,8.6
2014,1,3,17,25,3.44,12.5,6.97,136,8.5
2014,1,3,17,55,3.02,12.5,6.65,139,8.4
2014,1,3,18,25,3.08,12.5,6.68,146,8.2
2014,1,3,18,55,2.74,11.76,6.29,136,8.2
2014,1,3,19,25,2.8,11.76,6.62,139,8.2
2014,1,3,19,55,2.64,12.5,6.87,149,8.2
2014,1,3,20,25,2.52,12.5,6.89,146,8.3
2014,1,3,20,55,2.62,13.33,7.12,149,8.4
2014,1,3,21,25,2.52,12.5,7.33,145,8.5
2014,1,3,21,55,2.37,12.5,6.44,152,8.6
2014,1,3,22,25,2.65,12.5,6.79,148,8.6
2014,1,3,22,55,2.53,13.33,6.75,149,8.7
2014,1,3,23,25,2.69,12.5,7.25,148,8.7
2014,1,3,23,55,2.63,12.5,6.96,152,8.7
2014,1,4,0,55,2.75,12.5,7.47,145,8.8
2014,1,4,1,25,2.42,11.76,6.66,150,8.8
2014,1,4,1,55,2.72,12.5,7.28,156,8.8
2014,1,4,2,25,2.64,13.33,7.32,153,8.8
2014,1,4,2,55,2.57,12.5,7.15,153,8.8
2014,1,4,3,25,2.55,11.76,7.27,153,8.8
2014,1,4,3,55,2.4,14.29,7.21,150,8.8
2014,1,4,4,25,2.49,11.76,7.17,160,8.8
2014,1,4,4,55,2.49,13.33,7.16,150,8.8
2014,1,4,6,25,2.13,13.33,7.38,143,8.8
2014,1,4,6,55,2.03,11.76,7.35,157,8.8
2014,1,4,7,25,1.96,11.76,7.65,157,8.7
2014,1,4,7,55,2.08,13.33,8.57,143,8.7
2014,1,4,9,25,2.03,13.33,8.96,149,8.7
2014,1,4,9,55,1.88,13.33,8.91,152,8.7
2014,1,4,10,25,1.9,11.11,8.98,179,8.7
2014,1,4,10,55,1.87,11.76,9.12,159,8.7
2014,1,4,11,55,1.91,12.5,9.1,152,8.7
2014,1,4,13,25,1.7,13.33,8.44,142,8.8
2014,1,4,13,55,1.65,12.5,8.26,146,8.8
2014,1,4,14,25,1.64,11.76,7.93,155,8.8
2014,1,4,15,25,1.45,11.76,7.46,153,8.8
2014,1,4,15,55,1.58,12.5,7.36,146,8.8
2014,1,4,16,25,1.69,10.53,7.66,177,8.8
2014,1,4,16,55,1.55,13.33,7.05,148,8.8
2014,1,4,17,25,1.65,14.29,7.11,146,8.8
2014,1,4,17,55,1.63,12.5,6.86,142,8.8
2014,1,4,18,25,1.62,11.76,6.5,148,8.8
2014,1,4,18,55,1.67,13.33,6.65,142,8.8
2014,1,4,19,25,1.69,13.33,6.47,152,8.8
2014,1,4,19,55,1.59,9.88,5.97,152,8.8
2014,1,4,20,25,1.74,12.5,5.94,148,8.8
2014,1,4,20,55,1.86,12.5,6.25,145,8.8
2014,1,4,21,25,1.81,11.76,5.88,148,8.7
2014,1,4,21,55,1.88,12.5,5.58,150,8.7
2014,1,4,22,25,1.95,12.5,5.73,148,8.7
2014,1,4,22,55,2,13.33,5.76,145,8.7
2014,1,4,23,25,1.95,5.26,5.47,263,8.7
2014,1,4,23,55,1.99,12.5,5.77,143,8.7
2014,1,5,0,25,1.94,5.56,5.3,264,8.7
2014,1,5,0,55,1.99,5.56,5.4,256,8.7
2014,1,5,1,25,1.97,5.88,5.22,262,8.7
2014,1,5,1,55,2.04,12.5,5.44,155,8.8
2014,1,5,2,25,1.94,5.88,5.24,260,8.8
2014,1,5,2,55,2.12,5.88,5.41,262,8.8
2014,1,5,3,25,2.36,5.88,5.53,257,8.8
2014,1,5,3,55,2.17,6.25,5.31,260,8.8
2014,1,5,4,25,2.43,6.25,5.46,259,8.8
2014,1,5,4,55,2.43,6.25,5.62,257,8.8
2014,1,5,5,25,2.64,6.67,5.71,264,8.9
2014,1,5,5,55,2.76,6.67,5.76,257,8.9
2014,1,5,6,25,2.63,6.67,5.78,257,8.9
2014,1,5,6,55,2.57,6.67,5.84,250,8.8
2014,1,5,7,25,2.32,6.67,5.83,252,8.8
2014,1,5,7,55,2.32,7.14,5.84,250,8.8
2014,1,5,8,25,2.31,7.14,5.98,250,8.8
2014,1,5,8,55,2.31,7.14,5.9,256,8.7
2014,1,5,9,25,2.3,7.14,5.97,243,8.7
2014,1,5,9,55,2.23,7.14,5.94,247,8.7
2014,1,5,10,25,2.05,7.14,5.76,249,8.7
2014,1,5,10,55,2.12,7.14,5.93,243,8.7
2014,1,5,11,25,2.13,7.14,6.03,239,8.7
2014,1,5,11,55,2.06,7.69,6.04,236,8.7
2014,1,5,12,25,1.99,7.14,5.95,245,8.7
2014,1,5,12,55,1.97,7.14,6,243,8.7
2014,1,5,13,25,1.79,7.14,5.73,242,8.7
2014,1,5,13,55,1.84,7.14,5.75,243,8.7
2014,1,5,14,25,1.73,6.67,5.71,240,8.7
2014,1,5,14,55,1.55,7.14,5.6,239,8.7
2014,1,5,15,25,1.64,6.67,5.71,239,8.7
2014,1,5,15,55,1.61,7.14,5.79,243,8.7
2014,1,5,16,25,1.53,7.14,5.76,236,8.7
2014,1,5,16,55,1.52,6.25,5.83,238,8.7
2014,1,5,17,25,1.45,7.14,5.81,245,8.7
2014,1,5,17,55,1.4,6.67,5.97,245,8.7
2014,1,5,18,25,1.25,6.67,5.7,245,8.7
2014,1,5,18,55,1.33,6.67,5.81,247,8.7
2014,1,5,19,25,1.22,7.14,6.01,229,8.7
2014,1,5,19,55,1.14,6.67,5.82,245,8.7
2014,1,5,20,25,1.16,6.67,5.79,235,8.6
2014,1,5,20,55,1.05,6.25,5.68,238,8.6
2014,1,5,21,25,1.03,6.25,5.53,233,8.6
2014,1,5,21,55,1.07,6.67,5.39,235,8.6
2014,1,5,22,25,1.06,11.76,5.24,148,8.5
2014,1,5,22,55,1.05,6.25,5.15,242,8.5
2014,1,5,23,25,1.01,10.53,5.05,169,8.5
2014,1,5,23,55,1.05,9.88,5.2,145,8.5
2014,1,6,0,25,1.01,10.53,5.05,148,8.5
2014,1,6,0,55,1.06,5.88,4.78,238,8.5
2014,1,6,1,25,1.09,10.53,4.46,150,8.5
2014,1,6,1,55,1.22,9.88,4.58,164,8.5
2014,1,6,2,25,1.31,5.56,4.42,217,8.5
2014,1,6,2,55,1.38,5.56,4.48,217,8.5
2014,1,6,3,25,1.54,5.56,4.57,222,8.6
2014,1,6,3,55,1.68,5.56,4.59,214,8.6
2014,1,6,4,25,1.65,4.76,4.58,195,8.6
2014,1,6,4,55,1.85,5.56,4.79,200,8.6
2014,1,6,5,25,1.84,5.88,4.87,208,8.6
2014,1,6,5,55,1.9,5.88,4.91,198,8.6
2014,1,6,6,25,1.76,5.56,4.8,190,8.6
2014,1,6,6,55,1.75,5.56,4.87,197,8.6
2014,1,6,7,25,1.66,5.88,4.84,209,8.6
2014,1,6,7,55,1.78,5.88,5.07,202,8.5
2014,1,6,8,25,1.62,5.88,4.95,188,8.5
2014,1,6,8,55,1.63,5.88,4.99,201,8.5
2014,1,6,9,25,1.66,6.25,5.02,193,8.5
2014,1,6,9,55,1.62,5.88,4.96,186,8.5
2014,1,6,10,25,1.69,5.88,5.1,186,8.4
2014,1,6,10,55,1.59,6.25,4.99,183,8.4
2014,1,6,11,25,1.57,5.88,4.97,201,8.4
2014,1,6,11,55,1.59,6.25,4.9,193,8.4
2014,1,6,12,25,1.59,6.25,4.82,202,8.5
2014,1,6,12,55,1.57,5.88,4.7,188,8.5
2014,1,6,13,25,1.77,6.25,5.02,186,8.5
2014,1,6,13,55,1.7,5.88,4.82,183,8.5
2014,1,6,14,25,1.83,5.88,4.94,177,8.5
2014,1,6,14,55,1.73,5.26,4.84,186,8.5
2014,1,6,15,25,1.96,5.88,5.18,172,8.5
2014,1,6,15,55,2.09,7.69,5.55,180,8.5
2014,1,6,16,25,2.39,9.09,5.74,181,8.5
2014,1,6,16,55,2.63,9.09,6.25,181,8.5
2014,1,6,17,25,2.78,9.09,6.21,183,8.5
2014,1,6,17,55,3,9.09,6.56,174,8.4
2014,1,6,18,25,2.71,9.09,6.24,174,8.4
2014,1,6,18,55,2.68,9.09,6.37,174,8.4
2014,1,6,19,25,2.65,9.09,6.54,176,8.4
2014,1,6,19,55,2.61,8.33,6.6,170,8.4
2014,1,6,20,25,2.55,9.09,6.48,177,8.3
2014,1,6,20,55,2.53,9.09,6.49,177,8.2
2014,1,6,21,25,2.54,9.09,6.49,176,8.2
2014,1,6,21,55,2.49,10.53,6.41,174,8.2
2014,1,6,22,25,2.44,9.09,6.3,177,8.2
2014,1,6,22,55,2.31,8.33,6.19,183,8.2
2014,1,6,23,25,2.72,9.88,6.68,176,8.2
2014,1,6,23,55,2.76,9.88,6.59,176,8.3
2014,1,7,0,25,3.02,9.88,6.58,180,8.3
2014,1,7,0,55,2.85,9.09,6.25,187,8.2
2014,1,7,1,25,2.86,9.88,6.46,174,8.3
2014,1,7,1,55,2.67,9.88,6.48,174,8.3
2014,1,7,2,25,2.83,10.53,6.23,180,8.2
2014,1,7,2,55,2.51,9.88,5.96,191,8.2
2014,1,7,3,25,2.85,9.88,6.37,183,8.2
2014,1,7,3,55,2.75,9.88,6.11,181,8.2
2014,1,7,4,25,2.52,9.09,5.98,187,8.1
2014,1,7,4,55,2.5,8.33,5.95,212,8.1
2014,1,7,5,25,2.59,9.09,5.75,202,8.1
2014,1,7,5,55,2.76,9.09,5.98,193,8.1
2014,1,7,6,25,2.88,8.33,5.9,211,8.1
2014,1,7,6,55,2.76,9.88,5.97,190,8.1
2014,1,7,7,25,3.39,7.69,6.43,249,8.1
2014,1,7,7,55,3.75,9.09,6.77,207,8
2014,1,7,8,25,3.94,9.88,6.85,209,8
2014,1,7,8,55,3.92,8.33,6.96,246,8
2014,1,7,9,25,3.99,8.33,7.05,256,8
2014,1,7,9,55,4.12,9.09,7.08,256,8
2014,1,7,10,25,4.05,9.88,7.05,228,7.9
2014,1,7,10,55,4.2,9.09,6.96,256,7.9
2014,1,7,11,25,4.09,9.09,6.89,259,7.9
2014,1,7,11,55,4.47,9.09,7.15,252,7.8
2014,1,7,12,25,4.14,8.33,6.98,262,7.7
2014,1,7,12,55,4.02,9.09,7.01,247,7.7
2014,1,7,13,25,4.08,9.88,7.02,245,7.7
2014,1,7,13,55,4.1,8.33,7.03,267,7.6
2014,1,7,14,25,3.86,9.09,6.73,257,7.6
2014,1,7,14,55,3.94,9.88,6.94,238,7.5
2014,1,7,15,25,3.52,8.33,6.4,260,7.5
2014,1,7,15,55,3.57,8.33,6.67,264,7.5
2014,1,7,16,25,3.7,9.09,6.61,252,7.5
2014,1,7,16,55,3.25,9.09,6.51,254,7.4
2014,1,7,17,25,3.29,8.33,6.35,266,7.4
2014,1,7,17,55,3.47,7.69,6.55,270,7.4
2014,1,7,18,25,3.36,7.69,6.38,276,7.3
2014,1,7,18,55,3.36,7.69,6.51,269,7.3
2014,1,7,19,25,3.03,7.69,6.1,273,7.2
2014,1,7,19,55,3.1,8.33,6.24,264,7.2
2014,1,7,20,25,2.98,8.33,6.07,259,7.2
2014,1,7,20,55,3.12,7.69,6.18,270,7.2
2014,1,7,21,25,2.99,7.69,6.08,266,7.2
2014,1,7,21,55,3.1,8.33,6.17,262,7.1
2014,1,7,22,25,3.28,8.33,6.24,269,7.2
2014,1,7,22,55,3.06,7.14,6.15,276,7.1
2014,1,7,23,25,3.07,7.69,6.24,270,7.1
2014,1,7,23,55,3.02,8.33,6.19,262,7.1
2014,1,8,0,25,3.14,8.33,6.18,262,7
2014,1,8,0,55,3,8.33,6.15,257,7
2014,1,8,1,25,2.9,8.33,5.95,260,7
2014,1,8,1,55,2.87,7.69,6.16,260,7
2014,1,8,2,25,2.69,7.69,5.84,264,7
2014,1,8,2,55,2.83,8.33,5.98,257,7
2014,1,8,3,25,2.71,8.33,5.87,260,7.1
2014,1,8,3,55,2.65,7.69,5.73,263,7.2
2014,1,8,4,25,2.51,7.69,5.57,264,7.2
2014,1,8,4,55,2.71,7.69,5.62,260,7.2
2014,1,8,5,25,2.37,8.33,5.53,252,7.2
2014,1,8,5,55,2.44,6.67,5.67,273,7.3
2014,1,8,6,25,2.36,7.69,5.49,264,7.3
2014,1,8,6,55,2.25,7.69,5.57,262,7.3
2014,1,8,7,25,2.21,7.69,5.42,260,7.4
2014,1,8,7,55,2.13,7.14,5.3,266,7.6
2014,1,8,8,25,2.16,6.67,5.32,267,7.7
2014,1,8,8,55,2.13,6.67,5.26,271,7.8
2014,1,8,9,25,2.04,7.14,5.23,263,7.8
2014,1,8,9,55,2.08,6.67,5.33,273,7.8
2014,1,8,10,25,2.02,7.14,5.45,267,7.8
2014,1,8,10,55,2.03,6.67,5.37,270,7.8
2014,1,8,11,25,2.03,6.67,5.29,274,7.8
2014,1,8,11,55,1.89,6.67,5.4,269,7.8
2014,1,8,12,25,1.84,7.14,5.31,267,7.7
2014,1,8,12,55,1.79,7.14,5.29,264,7.7
2014,1,8,13,25,1.76,6.67,5.3,263,7.7
2014,1,8,13,55,1.68,7.14,5.27,267,7.7
2014,1,8,14,25,1.49,6.67,5.09,269,7.7
2014,1,8,14,55,1.51,6.67,5.15,263,7.8
2014,1,8,15,25,1.48,6.67,5.07,270,7.8
2014,1,8,15,55,1.47,6.67,4.99,260,7.8
2014,1,8,16,25,1.41,6.67,4.94,262,7.8
2014,1,8,16,55,1.41,6.67,4.9,260,7.9
2014,1,8,17,25,1.36,6.67,4.87,254,8
2014,1,8,17,55,1.29,6.67,4.93,252,8
2014,1,8,18,25,1.26,6.67,4.81,252,8
2014,1,8,18,55,1.21,5.88,4.74,262,8.1
2014,1,8,19,25,1.12,5.88,4.49,260,8.1
2014,1,8,19,55,1.21,6.67,4.5,246,8.2
2014,1,8,20,25,1.17,5.56,4.39,250,8.2
2014,1,8,20,55,1.16,6.67,4.27,247,8.2
2014,1,8,21,25,1.15,5.56,4.19,256,8.3
2014,1,8,21,55,1.16,5.56,4.1,256,8.3
2014,1,8,22,25,1.13,4.17,4.12,269,8.4
2014,1,8,22,55,1.15,4.76,4.15,260,8.5
2014,1,8,23,25,1.15,4.35,4.15,262,8.5
2014,1,8,23,55,1.26,4.55,4.24,262,8.6
2014,1,9,0,25,1.19,5,4.23,259,8.7
2014,1,9,0,55,1.27,5.88,4.28,250,8.7
2014,1,9,1,25,1.32,5.88,4.33,250,8.7
2014,1,9,1,55,1.39,5.56,4.34,257,8.6
2014,1,9,2,25,1.38,5.88,4.44,254,8.6
2014,1,9,2,55,1.44,5.88,4.49,254,8.6
2014,1,9,3,25,1.41,4.55,4.39,305,8.6
2014,1,9,3,55,1.46,5.88,4.4,256,8.7
2014,1,9,4,25,1.36,5.88,4.34,259,8.7
2014,1,9,4,55,1.36,5.88,4.43,259,8.7
2014,1,9,5,25,1.31,5.88,4.34,262,8.8
2014,1,9,5,55,1.26,5.88,4.31,266,8.8
2014,1,9,6,25,1.26,5.56,4.33,260,8.7
2014,1,9,6,55,1.27,5.88,4.37,269,8.5
2014,1,9,7,25,1.32,5.56,4.41,267,8.5
2014,1,9,7,55,1.32,5.26,4.28,269,8.4
2014,1,9,8,25,1.29,5.56,4.25,263,7.4
2014,1,9,8,55,1.4,5.56,4.27,266,6.9
2014,1,9,9,25,1.44,5.56,4.37,266,7
2014,1,9,9,55,1.53,5.56,4.45,267,7
2014,1,9,10,25,1.46,5.26,4.33,280,7
2014,1,9,10,55,1.5,5.88,4.51,266,7
2014,1,9,11,25,1.49,5.56,4.53,269,7.1
2014,1,9,11,55,1.55,5.88,4.52,267,7.1
2014,1,9,12,25,1.56,6.25,4.67,267,7.1
2014,1,9,12,55,1.47,5.56,4.5,267,7
2014,1,9,13,25,1.4,6.25,4.43,264,7
2014,1,9,13,55,1.46,6.25,4.61,264,7
2014,1,9,14,25,1.41,6.25,4.35,267,7
2014,1,9,14,55,1.38,5.56,4.32,271,7
2014,1,9,15,25,1.32,5.88,4.23,266,6.9
2014,1,9,15,55,1.23,5.88,4.27,267,6.9
2014,1,9,16,25,1.3,5.88,4.38,267,6.7
2014,1,9,16,55,1.27,5.88,4.38,266,6.8
2014,1,9,17,25,1.16,5.56,4.29,267,6.7
2014,1,9,17,55,1.1,5.56,4.24,269,6.7
2014,1,9,18,25,1.04,5.26,4.15,267,6.8
2014,1,9,18,55,1,5.56,4.3,267,6.8
2014,1,9,19,55,0.87,5.26,4.27,267,6.8
2014,1,9,20,25,0.8,5.26,4.17,267,6.8
2014,1,9,20,55,0.79,5.26,4.36,266,6.8
2014,1,9,21,25,0.68,5.56,4.26,263,6.8
2014,1,9,21,55,0.7,5.26,4.36,263,6.8
2014,1,9,22,25,0.71,5,4.54,270,6.8
2014,1,9,22,55,0.66,5.26,4.5,263,6.7
2014,1,9,23,25,0.64,4.55,4.48,270,6.7
2014,1,9,23,55,0.62,5,4.63,262,6.8
2014,1,10,0,25,0.59,5.26,4.71,259,6.7
2014,1,10,0,55,0.54,5,4.66,259,6.7
2014,1,10,1,25,0.53,5,4.75,260,6.7
2014,1,10,1,55,0.52,9.88,4.98,193,6.7
2014,1,10,2,25,0.49,5,5.07,252,6.7
2014,1,10,2,55,0.5,9.09,5.18,207,6.7
2014,1,10,3,25,0.49,9.88,5.13,195,6.7
2014,1,10,3,55,0.47,9.88,5,193,6.7
2014,1,10,4,25,0.48,9.88,5.28,191,6.7
2014,1,10,4,55,0.48,9.09,5.4,204,6.7
2014,1,10,5,25,0.45,10.53,4.81,204,6.7
2014,1,10,5,55,0.47,9.88,5.1,207,6.8
2014,1,10,6,25,0.5,9.88,4.84,205,6.7
2014,1,10,6,55,0.47,9.09,4.56,198,6.7
2014,1,10,7,25,0.49,10.53,4.49,195,6.7
2014,1,10,7,55,0.5,9.88,4.19,200,6.7
2014,1,10,8,25,0.52,10.53,3.94,197,6.7
2014,1,10,8,55,0.58,9.88,3.71,198,6.7
2014,1,10,9,25,0.57,10.53,3.88,201,6.8
2014,1,10,9,55,0.58,9.88,3.71,180,6.7
2014,1,10,10,25,0.57,9.88,3.76,191,6.7
2014,1,10,10,55,0.6,10.53,3.76,191,6.6
2014,1,10,11,25,0.57,9.88,3.74,200,6.6
2014,1,10,11,55,0.55,9.09,3.88,188,6.6
2014,1,10,12,25,0.58,9.09,4.05,191,6.6
2014,1,10,12,55,0.54,9.88,4.23,200,6.6
2014,1,10,13,25,0.53,9.09,3.99,198,6.6
2014,1,10,13,55,0.57,9.88,4.09,186,6.6
2014,1,10,14,25,0.57,9.09,3.93,193,6.6
2014,1,10,14,55,0.57,9.09,3.77,197,6.6
2014,1,10,15,25,0.66,3.23,3.77,195,6.7
2014,1,10,15,55,0.71,3.33,3.66,204,6.7
2014,1,10,16,25,0.72,3.45,3.77,212,6.8
2014,1,10,16,55,0.82,3.57,3.68,205,6.8
2014,1,10,17,25,0.91,3.7,3.74,208,6.8
2014,1,10,17,55,0.97,3.85,3.78,214,6.8
2014,1,10,18,25,0.96,4.17,3.8,219,6.7
2014,1,10,18,55,1.01,4,3.89,218,6.7
2014,1,10,19,25,0.94,4.17,3.89,217,6.7
2014,1,10,19,55,1,4.35,3.94,217,6.7
2014,1,10,20,25,1.02,4.35,3.99,212,6.8
2014,1,10,20,55,1.05,4.35,4.09,218,6.8
2014,1,10,21,25,0.94,4.35,4.07,208,6.8
2014,1,10,21,55,0.94,4.55,4.07,209,6.8
2014,1,10,22,25,0.91,4.17,4.03,207,6.8
2014,1,10,22,55,0.91,4.17,3.94,202,6.8
2014,1,10,23,25,0.84,4.35,3.91,193,6.8
2014,1,10,23,55,0.84,4.17,3.97,202,6.8
2014,1,11,0,25,0.9,4.17,4,194,6.8
2014,1,11,0,55,0.89,4.35,4.06,188,6.8
2014,1,11,1,25,0.96,4.35,4.14,186,6.8
2014,1,11,1,55,0.94,4.35,4.11,194,6.8
2014,1,11,2,25,0.88,4.35,4.15,183,6.8
2014,1,11,2,55,0.82,4,4.06,190,6.8
2014,1,11,3,25,0.75,4,4.05,191,6.8
2014,1,11,3,55,0.78,4.17,4.07,193,6.8
2014,1,11,4,25,0.73,4,3.99,205,6.8
2014,1,11,4,55,0.75,9.09,4.15,198,6.8
2014,1,11,5,25,0.75,4,4.02,205,6.8
2014,1,11,5,55,0.75,4.17,3.96,197,6.8
2014,1,11,6,25,0.79,9.09,3.96,193,6.8
2014,1,11,6,55,0.88,9.88,4.11,188,6.8
