YY,MM,DD,hh,mm,WVHT_m,DPD_sec,APD_sec,MWD_degT,WTMP_degC
2013,1,28,19,55,0.45,9.88,3.56,170,7
2013,1,28,20,25,0.43,7.14,3.58,167,7
2013,1,28,21,25,0.49,3.57,3.56,246,6.8
2013,1,28,21,55,0.57,3.45,3.51,243,6.8
2013,1,28,22,55,0.67,3.45,3.52,245,7
2013,1,28,23,25,0.7,3.85,3.56,245,7
2013,1,29,0,25,0.82,4.17,3.71,245,7.5
2013,1,29,0,55,0.96,4.35,3.94,235,7.4
2013,1,29,1,25,0.95,4.76,3.98,245,7.4
2013,1,29,1,55,1.02,4.76,3.97,250,7.3
2013,1,29,2,25,1.14,5,4.06,252,7.3
2013,1,29,2,55,1.29,5.26,4.3,239,7.5
2013,1,29,3,25,1.48,5.88,4.6,231,7.5
2013,1,29,3,55,1.71,5.88,4.87,239,7.6
2013,1,29,4,25,1.67,5.88,4.77,246,7.5
2013,1,29,4,55,1.69,5.88,4.7,247,7.4
2013,1,29,5,25,1.87,6.25,5.08,246,7.3
2013,1,29,6,25,2.03,6.67,5.53,242,7.1
2013,1,29,6,55,2.23,6.67,5.9,238,7.2
2013,1,29,7,25,2.24,7.14,6.1,228,7.4
2013,1,29,7,55,2.38,7.69,6.38,226,7.6
2013,1,29,8,25,2.07,7.69,6.2,228,7.6
2013,1,29,8,55,2.15,8.33,6.36,226,7.5
2013,1,29,9,25,1.98,7.69,6.28,240,7.6
2013,1,29,9,55,1.86,7.69,6.07,232,7.9
2013,1,29,10,25,1.81,7.14,6.01,242,7.6
2013,1,29,10,55,1.78,8.33,6.08,236,7.4
2013,1,29,11,25,1.74,7.69,6.16,240,7.3
2013,1,29,11,55,1.56,7.69,5.89,242,7.4
2013,1,29,12,25,1.56,8.33,5.93,240,7.4
2013,1,29,12,55,1.54,7.69,5.82,247,7.5
2013,1,29,13,25,1.44,7.69,5.84,242,7.8
2013,1,29,13,55,1.44,7.14,5.74,243,7.9
2013,1,29,14,25,1.34,7.14,5.73,238,8.1
2013,1,29,14,55,1.3,7.69,5.53,236,8.1
2013,1,29,15,25,1.33,7.14,5.62,235,8.1
2013,1,29,15,55,1.27,7.69,5.68,239,8.2
2013,1,29,16,25,1.16,7.69,5.42,235,8.1
2013,1,29,16,55,1.24,7.69,5.53,239,8
2013,1,29,17,25,1.13,7.69,5.33,232,7.9
2013,1,29,17,55,1.08,7.14,5.47,235,7.8
2013,1,29,18,25,1.15,7.69,5.58,236,7.8
2013,1,29,18,55,1.07,9.09,5.69,218,7.8
2013,1,29,19,25,1.08,7.14,5.83,225,7.9
2013,1,29,19,55,1.05,7.69,5.8,228,8
2013,1,29,20,25,1.05,9.09,5.91,226,8
2013,1,29,20,55,1.05,7.69,6.04,232,8
2013,1,29,21,25,1.03,8.33,6.22,214,8
2013,1,29,21,55,1.21,8.33,6.49,228,8
2013,1,29,22,25,1.09,7.69,6.24,228,7.9
2013,1,29,22,55,1.07,8.33,6.15,228,7.7
2013,1,29,23,25,1.12,8.33,6.48,228,7.6
2013,1,29,23,55,1.03,7.69,6.24,226,7.5
2013,1,30,0,25,1.08,8.33,6.29,222,7.4
2013,1,30,1,25,1.13,8.33,6.07,226,7.4
2013,1,30,1,55,1.09,7.69,5.43,232,7.4
2013,1,30,2,25,1.16,9.09,5.48,221,7.4
2013,1,30,2,55,1.26,8.33,5.8,225,7.4
2013,1,30,3,25,1.14,8.33,5.5,217,7.4
2013,1,30,3,55,1.14,8.33,5.43,229,7.5
2013,1,30,4,25,1.21,8.33,5.39,219,7.4
2013,1,30,5,25,1.26,8.33,5.26,224,7.5
2013,1,30,5,55,1.2,8.33,5.09,217,7.5
2013,1,30,6,55,1.2,8.33,5.09,211,7.4
2013,1,30,7,25,1.29,8.33,5.21,226,7.5
2013,1,30,7,55,1.28,8.33,5.15,221,7.5
2013,1,30,8,25,1.25,7.69,4.78,219,7.5
2013,1,30,8,55,1.29,7.69,4.83,219,7.5
2013,1,30,9,25,1.32,8.33,4.66,218,7.5
2013,1,30,10,25,1.29,8.33,4.87,217,7.6
2013,1,30,10,55,1.27,7.69,4.93,221,7.7
2013,1,30,11,25,1.25,7.69,4.76,218,7.8
2013,1,30,11,55,1.2,7.14,4.76,232,7.8
2013,1,30,12,25,1.17,7.69,4.53,224,7.8
2013,1,30,12,55,1.21,8.33,4.62,211,7.8
2013,1,30,13,25,1.25,7.69,4.69,218,7.7
2013,1,30,13,55,1.43,5,4.49,191,7.7
2013,1,30,14,25,1.34,7.69,4.57,221,7.7
2013,1,30,14,55,1.53,4.55,4.62,197,7.7
2013,1,30,15,25,1.68,5.56,4.77,219,7.7
2013,1,30,15,55,1.7,4.76,4.73,197,7.7
2013,1,30,16,25,1.65,5,4.84,212,7.7
2013,1,30,16,55,1.68,6.25,4.81,209,7.7
2013,1,30,17,25,1.73,6.25,4.96,215,7.7
2013,1,30,17,55,1.86,6.25,4.98,219,7.7
2013,1,30,18,25,1.88,5.88,5.04,214,7.7
2013,1,30,18,55,1.89,6.67,5.02,212,7.7
2013,1,30,19,25,1.88,6.67,5.1,211,7.7
2013,1,30,19,55,2.02,6.25,5.17,219,7.7
2013,1,30,20,25,2.09,7.14,5.22,218,7.8
2013,1,30,21,25,1.89,6.67,5.3,222,7.8
2013,1,30,21,55,2.05,6.67,5.41,219,7.8
2013,1,30,22,25,2.19,7.14,5.5,215,7.8
2013,1,30,22,55,2.13,7.14,5.34,214,7.8
2013,1,30,23,25,2.04,7.14,5.32,217,7.9
2013,1,30,23,55,2.21,6.67,5.43,221,7.9
2013,1,31,0,25,2.06,6.67,5.29,211,7.9
2013,1,31,0,55,2.17,6.25,5.23,217,7.9
2013,1,31,1,25,2.29,7.14,5.43,221,8
2013,1,31,2,25,2.35,6.67,5.33,228,8
2013,1,31,2,55,2.57,7.69,5.66,224,8
2013,1,31,3,25,2.52,7.69,5.71,214,8
2013,1,31,3,55,2.66,7.69,5.81,225,7.9
2013,1,31,4,25,2.75,7.69,6.05,226,7.9
2013,1,31,4,55,3.14,7.69,6.32,233,7.9
2013,1,31,5,25,3.04,7.69,6.27,232,7.9
2013,1,31,5,55,3.36,8.33,6.43,236,7.9
2013,1,31,6,25,3.39,7.69,6.54,225,7.9
2013,1,31,6,55,3.26,8.33,6.48,231,7.9
2013,1,31,7,55,3.18,7.69,6.28,219,7.8
2013,1,31,8,25,3.44,8.33,6.4,224,7.8
2013,1,31,8,55,3.7,8.33,6.64,228,7.8
2013,1,31,9,25,4.15,8.33,6.94,233,7.8
2013,1,31,9,55,4.36,9.09,7.16,240,7.8
2013,1,31,10,25,4.97,9.09,7.68,232,7.8
2013,1,31,10,55,5.78,9.88,8.04,228,8
2013,1,31,11,25,5,10.53,7.9,231,8
2013,1,31,11,55,6.01,9.88,8.05,228,7.9
2013,1,31,12,25,6.13,9.88,8.11,214,8
2013,1,31,12,55,6.31,10.53,8.48,228,8
2013,1,31,13,25,6.37,10.53,8.6,229,7.9
2013,1,31,13,55,5.92,11.11,8.47,219,8
2013,1,31,14,25,6.62,11.11,8.87,228,7.9
2013,1,31,14,55,7.13,10.53,9.07,222,7.9
2013,1,31,15,25,6.8,11.11,9.14,224,7.9
2013,1,31,16,25,6.12,11.76,8.69,214,7.9
2013,1,31,16,55,6.44,11.76,9.03,226,7.8
2013,1,31,17,25,5.83,12.5,8.9,217,7.7
2013,1,31,17,55,5.69,11.76,8.69,218,7.8
2013,1,31,18,25,5.47,11.76,8.56,217,7.8
2013,1,31,18,55,5.24,10.53,8.47,217,7.8
2013,1,31,19,25,5.34,11.76,8.42,218,7.8
2013,1,31,19,55,5.46,11.76,8.55,221,7.9
2013,1,31,20,25,6.15,11.76,8.86,215,7.9
2013,1,31,20,55,5.22,12.5,8.33,219,7.9
2013,1,31,21,25,5.09,12.5,8.29,221,7.9
2013,1,31,21,55,5.72,11.76,8.52,222,7.9
2013,1,31,22,25,5.72,11.76,8.52,218,8
2013,1,31,22,55,4.85,11.76,7.84,221,8
2013,1,31,23,25,5.29,11.76,8.12,214,8.1
2013,1,31,23,55,5.57,9.88,8.26,225,8.1
2013,2,1,0,25,5.38,12.5,8.38,218,8.1
2013,2,1,0,55,4.99,11.76,8.23,212,8.1
2013,2,1,1,25,5.18,12.5,8.01,221,8.1
2013,2,1,1,55,4.83,13.33,8.17,215,8.1
2013,2,1,2,25,5.09,11.76,8.02,228,8.1
2013,2,1,2,55,5.12,12.5,8.16,221,8
2013,2,1,3,25,5.28,11.76,8.14,222,8
2013,2,1,3,55,4.69,11.76,7.73,224,8
2013,2,1,4,25,5.19,12.5,8.06,221,8
2013,2,1,4,55,4.65,11.76,7.57,224,8
2013,2,1,5,25,4.9,11.76,7.86,224,8.1
2013,2,1,5,55,4.3,11.76,7.53,219,8.2
2013,2,1,6,25,4.3,11.76,7.4,221,8.1
2013,2,1,6,55,4.28,11.11,7.4,217,8.2
2013,2,1,7,25,4.49,11.11,7.46,228,8.2
2013,2,1,7,55,4.43,11.11,7.43,224,8.2
2013,2,1,8,55,4.28,11.76,7.39,229,8.1
2013,2,1,9,25,4.39,10.53,7.26,229,8.1
2013,2,1,9,55,4.3,11.11,7.36,228,8
2013,2,1,10,25,3.82,11.76,7.16,222,7.9
2013,2,1,10,55,4.03,11.11,7.39,224,7.9
2013,2,1,11,55,3.81,11.11,7.14,225,7.8
2013,2,1,12,25,3.61,10.53,6.83,235,7.8
2013,2,1,12,55,3.78,9.88,7.13,238,7.8
2013,2,1,13,25,3.88,11.11,6.98,221,7.8
2013,2,1,13,55,3.74,11.11,7.12,228,7.8
2013,2,1,14,25,3.77,11.11,7.17,215,7.9
2013,2,1,14,55,3.54,11.11,6.94,219,7.9
2013,2,1,15,25,3.57,9.88,7,228,7.9
2013,2,1,15,55,3.31,10.53,6.84,226,8
2013,2,1,16,25,2.93,8.33,6.52,249,8
2013,2,1,16,55,3.03,9.88,6.75,229,7.9
2013,2,1,17,25,2.65,9.88,6.25,225,8.1
2013,2,1,17,55,2.58,11.11,6.64,218,8.1
2013,2,1,18,25,2.49,10.53,6.59,217,8.1
2013,2,1,18,55,2.43,11.11,6.59,212,8.1
2013,2,1,19,25,2.37,10.53,6.83,218,7.6
2013,2,1,19,55,2.33,10.53,6.74,217,7.3
2013,2,1,20,25,2.35,9.88,6.84,208,7.2
2013,2,1,20,55,2.04,10.53,6.27,211,7.2
2013,2,1,21,25,2.14,9.88,6.33,226,7.2
2013,2,1,21,55,1.97,10.53,5.74,217,7.2
2013,2,1,22,25,2.05,9.88,5.8,214,7.2
2013,2,1,22,55,2.04,9.88,5.27,212,7.2
2013,2,1,23,55,2.18,5.26,5.17,301,7.3
2013,2,2,0,25,2.3,5.26,5.35,318,7.3
2013,2,2,0,55,2.26,5.56,5.34,304,7.3
2013,2,2,1,25,2.42,5.88,5.42,294,7.4
2013,2,2,1,55,2.45,5.56,5.33,319,7.4
2013,2,2,2,25,2.47,5.88,5.4,312,7.4
2013,2,2,2,55,2.43,5.88,5.4,314,7.4
2013,2,2,3,25,2.49,6.25,5.41,304,7.4
2013,2,2,3,55,2.57,5.88,5.51,325,7.4
2013,2,2,4,25,2.44,6.25,5.46,305,7.4
2013,2,2,4,55,2.34,5.88,5.3,311,7.4
2013,2,2,5,25,2.38,5.26,5.44,319,7.4
2013,2,2,5,55,2.37,5.56,5.4,318,7.4
2013,2,2,6,25,2.4,9.88,5.46,215,7.4
2013,2,2,6,55,2.29,5.56,5.35,305,7.3
2013,2,2,7,25,2.23,6.67,5.38,277,7.4
2013,2,2,7,55,2.24,5.88,5.3,288,7.4
2013,2,2,8,25,2.16,5.56,5.24,292,7.3
2013,2,2,8,55,2.27,6.25,5.42,281,7.3
2013,2,2,9,25,2.16,5.88,5.28,283,7.2
2013,2,2,9,55,2.08,6.25,5.35,278,7.3
2013,2,2,10,25,2.01,9.09,5.27,224,7.2
2013,2,2,10,55,1.86,6.67,5.32,273,7.3
2013,2,2,11,25,1.91,6.25,5.32,273,7.2
2013,2,2,11,55,1.84,7.14,5.28,262,7.2
2013,2,2,12,25,1.78,9.88,5.35,217,7.2
2013,2,2,12,55,1.66,5.88,5.22,273,7.1
2013,2,2,13,25,1.62,6.67,5.37,267,7.1
2013,2,2,13,55,1.62,9.88,5.51,218,7.1
2013,2,2,14,25,1.6,9.88,5.59,217,7.1
2013,2,2,14,55,1.44,9.09,5.37,224,7.1
2013,2,2,15,25,1.44,9.09,5.59,222,7.1
2013,2,2,15,55,1.44,9.09,5.53,224,7.1
2013,2,2,16,25,1.35,9.09,5.47,215,7.1
2013,2,2,16,55,1.3,9.09,5.56,224,7
2013,2,2,17,25,1.22,9.09,5.33,224,7
2013,2,2,17,55,1.26,9.09,5.19,222,7
2013,2,2,18,25,1.22,8.33,5.08,225,7
2013,2,2,18,55,1.23,9.09,4.83,225,7
2013,2,2,19,25,1.28,9.88,4.9,205,6.9
2013,2,2,19,55,1.26,9.09,4.66,214,6.9
2013,2,2,20,25,1.28,9.09,4.71,222,6.9
2013,2,2,20,55,1.4,9.88,4.63,209,6.8
2013,2,2,21,25,1.42,4.35,4.6,267,6.8
2013,2,2,21,55,1.61,4.76,4.63,267,6.8
2013,2,2,22,25,1.63,4.76,4.56,260,6.8
2013,2,2,22,55,1.69,5,4.66,264,6.8
2013,2,2,23,25,1.81,5.56,4.84,260,6.8
2013,2,2,23,55,1.73,5.88,4.85,254,6.8
2013,2,3,0,25,1.82,5.88,4.92,252,6.8
2013,2,3,0,55,2.08,6.25,5.16,257,6.8
2013,2,3,1,25,2.13,5.88,5.16,264,6.8
2013,2,3,1,55,2.08,5.88,5.19,262,6.8
2013,2,3,2,25,1.98,6.25,5.22,259,6.8
2013,2,3,2,55,2.05,6.25,5.16,263,6.8
2013,2,3,3,25,1.98,6.67,5.16,260,6.8
2013,2,3,3,55,2.02,6.25,5.13,262,6.8
2013,2,3,4,25,2.02,6.25,5.21,266,6.8
2013,2,3,4,55,2.07,6.67,5.18,252,6.8
2013,2,3,5,25,2.08,6.67,5.31,256,6.8
2013,2,3,5,55,1.91,6.67,5.11,256,6.8
2013,2,3,6,25,1.98,6.67,5.14,252,6.8
2013,2,3,6,55,1.81,6.67,5.02,257,6.8
2013,2,3,7,25,1.73,5.88,4.91,253,6.8
2013,2,3,7,55,1.68,6.67,4.89,249,6.9
2013,2,3,8,25,1.79,6.25,5.02,257,6.8
2013,2,3,8,55,1.6,6.67,4.92,252,6.8
2013,2,3,9,25,1.49,6.25,4.93,256,6.8
2013,2,3,9,55,1.45,6.67,4.96,256,6.9
2013,2,3,10,25,1.43,6.25,4.99,253,6.9
2013,2,3,10,55,1.34,6.67,5.13,250,6.9
2013,2,3,11,25,1.19,6.25,5.07,260,6.9
2013,2,3,11,55,1.18,6.67,5.1,245,6.9
2013,2,3,12,25,1.13,6.25,5.25,254,6.9
2013,2,3,12,55,1.06,6.25,5.22,249,6.9
2013,2,3,13,25,1.04,6.25,5.29,252,6.9
2013,2,3,13,55,1.05,6.25,5.35,250,6.9
2013,2,3,14,25,1.08,6.25,5.45,249,6.9
2013,2,3,14,55,1.03,6.25,5.39,240,6.9
2013,2,3,15,25,1.05,6.67,5.45,236,6.9
2013,2,3,15,55,1.04,6.25,5.45,236,7
2013,2,3,16,25,0.95,6.25,5.28,245,7
2013,2,3,16,55,0.98,5.88,5.27,247,7
2013,2,3,17,25,0.92,6.25,5.23,238,7
2013,2,3,17,55,0.89,6.25,5.13,239,7
2013,2,3,18,25,0.85,5.88,5.03,238,7
2013,2,3,18,55,0.9,6.25,5.33,233,7
2013,2,3,19,25,0.87,5.56,5.22,250,7
2013,2,3,19,55,0.85,6.67,5.31,225,7
2013,2,3,20,25,0.85,6.67,5.09,222,7
2013,2,3,20,55,0.85,6.67,4.86,232,7
2013,2,3,21,25,0.86,6.25,4.56,240,6.9
2013,2,3,21,55,0.85,7.14,4.56,228,6.9
2013,2,3,22,25,0.84,7.14,4.24,228,6.9
2013,2,3,22,55,0.88,6.25,4.25,233,6.9
2013,2,3,23,25,0.86,6.67,4.16,236,6.9
2013,2,3,23,55,0.85,6.67,3.92,228,6.9
2013,2,4,0,25,0.82,6.25,3.85,226,6.9
2013,2,4,0,55,0.86,3.45,3.67,22,6.9
2013,2,4,1,25,0.98,3.85,3.78,18,6.9
2013,2,4,1,55,1.01,4,3.74,24,6.9
2013,2,4,2,25,0.93,4.17,3.75,20,6.9
2013,2,4,2,55,0.95,3.85,3.72,18,6.9
2013,2,4,3,25,0.9,3.85,3.7,10,6.9
2013,2,4,3,55,0.91,3.85,3.69,7,6.9
2013,2,4,4,25,0.97,3.85,3.68,10,6.9
2013,2,4,4,55,0.99,4.17,3.69,7,7
2013,2,4,5,25,1.05,4.35,3.75,1,7
2013,2,4,5,55,1.16,4.35,3.84,346,6.9
2013,2,4,6,25,1.31,4.17,3.88,347,6.9
2013,2,4,6,55,1.28,4.76,3.98,325,6.9
2013,2,4,7,25,1.42,4.55,4.12,323,7
2013,2,4,7,55,1.35,4.55,4.13,330,6.9
2013,2,4,8,25,1.3,5,4.04,325,6.9
2013,2,4,8,55,1.3,4.76,4.05,325,6.9
2013,2,4,9,25,1.33,4.76,4.1,325,7
2013,2,4,9,55,1.24,4.76,4.02,314,6.9
2013,2,4,10,25,1.19,4.55,3.96,319,6.9
2013,2,4,10,55,1.26,4.55,4.08,322,6.9
2013,2,4,11,25,1.31,4.76,4.02,304,6.9
2013,2,4,11,55,1.31,4.76,4.08,301,6.8
2013,2,4,12,25,1.42,4.76,4.11,305,6.8
2013,2,4,12,55,1.51,4.76,4.21,315,6.9
2013,2,4,13,25,1.64,4.76,4.33,311,6.9
2013,2,4,13,55,1.74,5,4.5,316,6.9
2013,2,4,14,25,2.04,5.56,4.78,299,6.9
2013,2,4,14,55,2.16,5.56,4.98,307,6.9
2013,2,4,15,25,2.09,5.56,4.92,305,7
2013,2,4,15,55,2.22,5.88,5.15,294,7
2013,2,4,16,25,2.03,5.88,5.04,294,7
2013,2,4,16,55,1.86,5.26,4.89,308,7.1
2013,2,4,17,25,1.8,6.25,4.91,271,7.1
2013,2,4,17,55,1.72,6.67,4.83,269,7.1
2013,2,4,18,25,1.84,6.67,4.96,267,7.1
2013,2,4,18,55,1.92,6.67,4.94,273,7.1
2013,2,4,19,25,1.86,5.88,4.86,281,7.1
2013,2,4,19,55,1.86,5.56,4.94,278,7.1
2013,2,4,20,25,2.06,5.26,4.93,280,7.1
2013,2,4,20,55,2.06,5.56,4.97,287,7
2013,2,4,21,25,1.98,6.25,4.99,274,7
2013,2,4,21,55,2.08,6.25,5.11,278,7
2013,2,4,22,25,2.04,6.25,5.05,277,6.9
2013,2,4,22,55,2.04,6.67,4.99,274,6.9
2013,2,4,23,25,1.9,5.88,4.98,284,6.9
2013,2,4,23,55,2,5.88,4.95,284,6.8
2013,2,5,0,25,1.99,6.67,5.02,274,6.8
2013,2,5,0,55,1.95,6.67,4.99,274,6.8
2013,2,5,1,25,2.1,6.25,5.26,280,6.9
2013,2,5,1,55,2.27,7.14,5.28,264,6.8
2013,2,5,2,55,2.25,6.67,5.26,277,6.8
2013,2,5,3,25,2.37,6.25,5.19,283,6.7
2013,2,5,3,55,2.17,7.14,5.16,271,6.8
2013,2,5,4,25,2.17,6.67,5.14,277,6.8
2013,2,5,4,55,2.06,7.14,5.07,274,6.8
2013,2,5,5,25,2.02,6.67,5.15,274,6.8
2013,2,5,5,55,1.78,6.67,4.91,267,6.8
2013,2,5,6,25,1.65,5.56,4.82,276,6.8
2013,2,5,6,55,1.64,6.67,4.96,267,6.8
2013,2,5,7,25,1.49,6.67,4.81,266,6.8
2013,2,5,7,55,1.42,6.25,4.84,270,6.9
2013,2,5,8,25,1.49,5.88,4.9,271,7
2013,2,5,8,55,1.4,6.25,4.86,266,7
2013,2,5,9,25,1.43,5.88,4.85,270,7.1
2013,2,5,9,55,1.28,6.67,4.9,259,7
2013,2,5,10,25,1.4,6.67,5.2,249,6.9
2013,2,5,10,55,1.32,6.67,5.19,253,6.9
2013,2,5,11,25,1.29,6.67,5.27,247,6.9
2013,2,5,11,55,1.22,7.14,5.27,245,6.9
2013,2,5,12,25,1.2,6.67,5.41,242,6.9
2013,2,5,12,55,1.1,6.67,5.29,249,6.9
2013,2,5,13,25,1.08,6.25,5.43,250,6.9
2013,2,5,13,55,1.12,6.67,5.45,245,6.9
2013,2,5,14,25,0.95,6.67,5.44,239,6.9
2013,2,5,14,55,0.89,6.25,5.32,250,6.9
2013,2,5,15,25,0.91,6.25,5.09,238,6.9
2013,2,5,15,55,0.91,6.25,4.61,243,6.9
2013,2,5,16,25,0.94,5.88,4.28,247,6.9
2013,2,5,16,55,0.98,6.25,4.07,252,6.9
2013,2,5,17,25,1.03,3.7,4.06,110,6.9
2013,2,5,17,55,1.07,3.85,4.01,110,7
2013,2,5,18,25,1.05,4,4.04,111,7
2013,2,5,18,55,1.13,4,4.02,111,6.9
2013,2,5,19,25,1.11,4.17,4.04,114,6.9
2013,2,5,19,55,1.09,4.35,4.04,117,6.9
2013,2,5,20,25,1.13,4.17,4.08,112,7
2013,2,5,20,55,1.19,4.55,4.15,121,6.9
2013,2,5,21,25,1.2,4.55,4.09,114,6.9
2013,2,5,21,55,1.3,4.76,4.27,127,6.9
2013,2,5,22,25,1.18,4.76,4.3,115,6.9
2013,2,5,23,25,1.29,5,4.51,119,6.9
2013,2,5,23,55,1.33,6.67,4.54,229,6.9
2013,2,6,0,25,1.29,4.76,4.49,119,6.9
2013,2,6,0,55,1.29,5,4.45,121,6.8
2013,2,6,1,25,1.29,4.76,4.53,119,6.8
2013,2,6,1,55,1.33,5,4.58,132,6.8
2013,2,6,2,25,1.22,5,4.57,128,6.8
2013,2,6,2,55,1.31,7.14,4.59,238,6.8
2013,2,6,3,25,1.3,4.55,4.7,122,6.8
2013,2,6,3,55,1.28,5,4.78,134,6.8
2013,2,6,4,25,1.27,5,4.83,139,6.8
2013,2,6,4,55,1.27,5,4.83,152,6.8
2013,2,6,5,25,1.31,5.88,4.95,188,6.8
2013,2,6,5,55,1.29,5.56,4.85,150,6.8
2013,2,6,6,25,1.33,5.56,4.82,149,6.8
2013,2,6,6,55,1.38,5.56,5,153,6.8
2013,2,6,7,25,1.19,5.56,4.74,160,6.8
2013,2,6,7,55,1.24,5.56,4.87,152,6.8
2013,2,6,8,25,1.25,5.88,4.91,170,6.7
2013,2,6,8,55,1.14,6.25,4.8,179,6.7
2013,2,6,9,25,1.16,5.88,4.97,169,6.7
2013,2,6,9,55,1.11,5.56,4.94,153,6.8
2013,2,6,10,25,1.1,5.88,5.02,157,6.8
2013,2,6,10,55,0.98,5.88,4.94,150,6.7
2013,2,6,11,25,1.01,5.88,5.13,150,6.7
2013,2,6,11,55,0.97,5.88,5.1,152,6.7
2013,2,6,12,25,0.99,6.25,5.27,183,6.7
2013,2,6,12,55,0.86,5.88,5.17,160,6.7
2013,2,6,13,25,0.9,5.88,5.39,153,6.7
2013,2,6,13,55,0.87,5.88,5.29,156,6.7
2013,2,6,14,25,0.94,6.25,4.91,174,6.7
2013,2,6,14,55,0.89,7.69,4.63,202,6.7
2013,2,6,15,25,0.92,7.14,4.52,208,6.8
2013,2,6,15,55,0.93,5.88,4.28,164,6.8
2013,2,6,16,25,1,6.25,4.39,180,6.8
2013,2,6,16,55,0.96,7.14,4.23,204,6.8
2013,2,6,17,25,1.07,6.67,4.33,201,6.8
2013,2,6,17,55,1.01,7.14,4.48,218,6.8
2013,2,6,18,25,0.99,4,4.5,305,6.8
2013,2,6,18,55,0.94,6.67,4.35,212,6.8
2013,2,6,19,25,0.99,6.67,4.39,214,6.8
2013,2,6,21,55,1.12,4.35,4.09,292,6.8
2013,2,6,22,25,1.17,4.17,4.14,301,6.8
2013,2,6,22,55,1.15,4.55,4.15,290,6.8
2013,2,6,23,25,1.23,4.55,4.11,292,6.7
2013,2,6,23,55,1.27,5,4.17,278,6.8
2013,2,7,0,25,1.27,4.55,4.2,295,6.7
2013,2,7,0,55,1.39,5.26,4.3,269,6.7
2013,2,7,1,25,1.43,5,4.29,292,6.7
2013,2,7,1,55,1.54,5,4.37,297,6.7
2013,2,7,2,25,1.54,5.56,4.39,284,6.7
2013,2,7,2,55,1.67,5.88,4.52,270,6.7
2013,2,7,3,25,1.68,5.26,4.55,314,6.7
2013,2,7,3,55,1.93,5.56,4.75,301,6.7
2013,2,7,4,25,1.75,5,4.63,323,6.7
2013,2,7,4,55,1.62,5.56,4.57,309,6.6
2013,2,7,5,25,1.72,5,4.6,319,6.6
2013,2,7,5,55,1.63,5,4.62,342,6.6
2013,2,7,6,25,1.55,5,4.64,342,6.6
2013,2,7,6,55,1.52,4.76,4.5,344,6.6
2013,2,7,7,25,1.46,4.76,4.5,333,6.6
2013,2,7,7,55,1.37,4.55,4.36,349,6.7
2013,2,7,8,25,1.34,4.76,4.32,336,6.7
2013,2,7,8,55,1.37,4.55,4.43,357,6.8
2013,2,7,9,25,1.32,4.55,4.35,337,6.8
2013,2,7,9,55,1.16,4.35,4.26,359,6.8
2013,2,7,10,25,1.16,4.55,4.28,356,6.9
2013,2,7,10,55,1.1,4.35,4.21,352,6.9
2013,2,7,11,25,1.04,4.17,4.07,0,6.9
2013,2,7,11,55,0.96,4.17,3.97,357,6.9
2013,2,7,12,25,0.97,3.85,3.95,344,6.9
2013,2,7,12,55,0.98,4,3.98,350,6.9
2013,2,7,13,25,0.92,3.85,3.85,353,6.9
2013,2,7,13,55,0.91,3.85,3.88,342,6.9
2013,2,7,14,25,0.84,3.45,3.8,3,6.9
2013,2,7,14,55,0.83,3.45,3.71,15,6.9
2013,2,7,15,25,0.78,3.33,3.73,10,6.9
2013,2,7,15,55,0.78,3.45,3.69,3,7
2013,2,7,16,25,0.82,3.33,3.7,4,7
2013,2,7,16,55,0.85,3.7,3.7,1,7
2013,2,7,17,25,0.81,3.57,3.75,17,7
2013,2,7,17,55,0.8,3.57,3.84,20,7
2013,2,7,18,25,0.79,3.57,3.8,37,7
2013,2,7,18,55,0.75,3.57,3.91,14,7
2013,2,7,19,25,0.7,3.45,3.8,35,7
2013,2,7,19,55,0.67,9.88,3.83,160,7
2013,2,7,20,25,0.67,6.67,3.94,169,7
2013,2,7,20,55,0.64,6.67,4,160,7
2013,2,7,21,25,0.61,8.33,4.1,169,7
2013,2,7,21,55,0.59,10.53,4.15,169,7
2013,2,7,22,25,0.59,10.53,4.31,177,7
2013,2,7,22,55,0.55,7.14,4.08,181,7
2013,2,7,23,25,0.57,9.88,4.31,155,6.9
2013,2,7,23,55,0.59,7.14,4.13,167,6.9
2013,2,8,0,25,0.58,8.33,3.8,170,6.9
2013,2,8,0,55,0.66,9.88,3.55,155,6.9
2013,2,8,1,25,0.78,3.23,3.47,118,6.9
2013,2,8,1,55,0.85,3.7,3.62,119,7
2013,2,8,2,25,0.88,3.85,3.68,114,7
2013,2,8,2,55,0.91,4,3.72,111,7
2013,2,8,3,25,0.9,4,3.79,105,7
2013,2,8,3,55,0.82,4,3.7,111,7
2013,2,8,4,25,0.8,4,3.67,108,7.1
2013,2,8,4,55,0.83,3.85,3.72,103,7.1
2013,2,8,5,25,0.86,3.57,3.47,105,7.1
2013,2,8,6,25,0.92,3.57,3.56,121,7.1
2013,2,8,6,55,1.02,3.7,3.54,121,7.1
2013,2,8,7,25,1.03,3.85,3.63,128,7.1
2013,2,8,7,55,1.12,4,3.7,132,7.1
2013,2,8,8,25,1.29,4.55,3.86,135,7.1
2013,2,8,8,55,1.43,4.17,4.05,132,7.1
2013,2,8,9,25,1.57,5,4.2,136,7.1
2013,2,8,9,55,1.66,5.26,4.44,135,7.3
2013,2,8,10,25,1.85,5.26,4.56,124,7.4
2013,2,8,10,55,2.11,5.88,4.94,124,7.3
